,description,indonesian_description,hs_code,id_,parent_id,depth,is_leaf
271,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding edible fish offal of subheadings 0302.91 to 0302.99","Tilapia (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), ikan mas (Cyprinus spp., Carassius spp, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), sidat (Anguilla spp.), Nile perch (Lates niloticus) dan gabus (Channa spp.), tidak termasuk sisa ikan yang dapat dimakan dari subpos 0302.91 sampai dengan 0302.99",,272,235,1,False
272,Tilapias (Oreochromis spp.),Tilapia (Oreochromis spp.),0302.71.00,273,272,2,True
273,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",0302.72,274,272,2,False
274,Yellowtail catfish (Pangasius pangasius),Patin (Pangasius pangasius),0302.72.10,275,274,3,True
275,Other,Lain-lain,0302.72.90,276,274,3,True
276,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)","Ikan mas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",0302.73.00,277,272,2,True
277,Eels (Anguilla spp.),Sidat (Anguilla spp.),0302.74.00,278,272,2,True
278,Other,Lain-lain,0302.79.00,279,272,2,True
279,"Other fish, excluding edible fish offal of subheadings 0302.91 to 0302.99","Ikan lainnya, tidak termasuk sisa ikan yang dapat dimakan dari subpos 0302.91 sampai dengan 0302.99",,280,235,1,False
280,Dogfish and other sharks,Dogfish dan hiu lainnya,0302.81.00,281,280,2,True
281,Rays and skates (Rajidae),Pari dan skates (Rajidae),0302.82.00,282,280,2,True
282,Toothfish (Dissostichus spp.),Toothfish (Dissostichus spp.),0302.83.00,283,280,2,True
283,Seabass (Dicentrarchus spp.),Seabass (Dicentrarchus spp.),0302.84.00,284,280,2,True
284,Seabream (Sparidae),Seabream (Sparidae),0302.85.00,285,280,2,True
285,Other,Lain-lain,0302.89,286,280,2,False
286,Marine fish,Ikan laut,,287,286,3,False
287,Grouper,Kerapu,0302.89.11,288,287,4,True
288,Longfin mojarra (Pentaprion longimanus),Longfin mojarra (Pentaprion longimanus),0302.89.12,289,287,4,True
289,Bluntnose lizardfish (Trachinocephalus myops),Bluntnose lizardfish (Trachinocephalus myops),0302.89.13,290,287,4,True
290,"Savalai hairtails (Lepturacanthus savala), Belanger’s croakers (Johnius belangerii), Reeve’s croakers (Chrysochir aureus) and bigeye croakers (Pennahia anea)","Layur (Lepturacanthus savala), Belanger’s croakers (Johnius belangerii), Reeve’s croakers (Chrysochir aureus) dan bigeye croakers (Pennahia anea)",0302.89.14,291,287,4,True
291,"Torpedo scads (Megalaspis cordyla), spotted sicklefish (Drepane punctata) and great barracudas (Sphyraena barracuda)","Scad torpedo (Megalaspis cordyla), spotted sicklefish (Drepane punctata) dan barracuda besar (Sphyraena barracuda)",0302.89.16,292,287,4,True
292,Black pomfrets (Parastromatus niger),Bawal hitam (Parastromatus niger),0302.89.17,293,287,4,True
293,Mangrove red snappers (Lutjanus argentimaculatus),Kakap merah (Lutjanus argentimaculatus),0302.89.18,294,287,4,True
294,Other,Lain-lain,0302.89.19,295,287,4,True
295,Other,Lain-lain,,296,286,3,False
296,Swamp barb (Puntius chola),Swamp barb (Puntius chola),0302.89.22,297,296,4,True
297,Indian threadfins (Polynemus indicus) and silver grunts (Pomadasys argenteus),Indian threadfins (Polynemus indicus) dan silver grunts (Pomadasys argenteus),0302.89.26,298,296,4,True
298,Hilsa shad (Tenualosa ilisha),Hilsa shad (Tenualosa ilisha),0302.89.27,299,296,4,True
299,Wallago (Wallago attu) and giant river-catfish (Sperata seenghala),Wallago (Wallago attu) dan giant river-catfish (Sperata seenghala),0302.89.28,300,296,4,True
300,Other,Lain-lain,0302.89.29,301,296,4,True
301,"Livers, roes, milt, fish fins, heads, tails, maws and other edible fish offal","Hati, telur, sperma, sirip, kepala, ekor, perut dan sisa ikan lainnya yang dapat dimakan",,302,235,1,False
302,"Livers, roes and milt","Hati, telur dan sperma",0302.91.00,303,302,2,True
303,Shark fins,Sirip hiu,0302.92.00,304,302,2,True
304,Other,Lain-lain,0302.99.00,305,302,2,True
305,"Fish, frozen, excluding fish fillets and other fish meat of heading 03.04","Ikan, beku, tidak termasuk potongan ikan tanpa tulang dan daging ikan lainnya dari pos 03.04",03.03,306,0,0,False
306,"Salmonidae, excluding edible fish offal of subheadings 0303.91 to 0303.99","Salmon (salmonidae), tidak termasuk sisa ikan yang dapat dimakan dari subpos 0303.91 sampai dengan 0303.99",,307,306,1,False
307,Sockeye salmon (red salmon) (Oncorhynchus nerka),Salmon sockeye (salmon merah) (Oncorhynchus nerka),0303.11.00,308,307,2,True
308,"Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)","Salmon Pasifik lainnya (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou dan Oncorhynchus rhodurus)",0303.12.00,309,307,2,True
309,Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),Salmon Atlantik (Salmo salar) dan salmon danube (Hucho hucho),0303.13.00,310,307,2,True
310,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhyncus apache dan Oncorhynchus chrysogaster)",0303.14.00,311,307,2,True
311,Other,Lain-lain,0303.19.00,312,307,2,True
312,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding edible fish offal of subheadings 0303.91 to 0303.99","Tilapia (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), ikan mas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), sidat (Anguilla spp.), nile perch (Lates niloticus) dan gabus (Channa spp.), tidak termasuk sisa ikan yang dapat dimakan dari subpos 0303.91 sampai dengan 0303.99",,313,306,1,False
313,Tilapias (Oreochromis spp.),Tilapia (Oreochromis spp.),0303.23.00,314,313,2,True
314,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",0303.24.00,315,313,2,True
315,"Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)","Ikan mas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",0303.25.00,316,313,2,True
316,Eels (Anguilla spp.),Sidat (Anguilla spp.),0303.26.00,317,313,2,True
317,Other,Lain-lain,0303.29.00,318,313,2,True
318,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae), excluding edible fish offal of subheadings 0303.91 to 0303.99","Ikan pipih (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae dan Citharidae), tidak termasuk sisa ikan yang dapat dimakan dari subpos 0303.91 sampai dengan 0303.99",,319,306,1,False
319,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)","Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglosus, Hippoglossus stenolepis)",0303.31.00,320,319,2,True
320,Plaice (Pleuronectes platessa),Plaice (Pleuronectes platessa),0303.32.00,321,319,2,True
321,Sole (Solea spp.),Sole (Solea spp.),0303.33.00,322,319,2,True
322,Turbots (Psetta maxima),Turbots (Psetta maxima),0303.34.00,323,319,2,True
323,Other,Lain-lain,0303.39.00,324,319,2,True
324,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0303.91 to 0303.99","Tuna (dari genus Thunnus), cakalang atau stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), tidak termasuk sisa ikan yang dapat dimakan dari subpos 0303.91 sampai dengan 0303.99",,325,306,1,False
325,Albacore or longfinned tunas (Thunnus alalunga),Albacore atau tuna sirip panjang (Thunnus alalunga),0303.41.00,326,325,2,True
326,Yellowfin tunas (Thunnus albacares),Tuna sirip kuning (Thunnus albacares),0303.42.00,327,325,2,True
327,Skipjack or stripe-bellied bonito,Cakalang atau stripe-bellied bonito,0303.43.00,328,325,2,True
328,Bigeye tunas (Thunnus obesus),Tuna mata besar (Thunnus obesus),0303.44.00,329,325,2,True
329,"Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)","Tuna sirip biru Atlantik dan Pasifik (Thunnus thynnus, Thunnus orientalis)",0303.45,330,325,2,False
330,Atlantic bluefin tunas (Thunnus thynnus),Tuna sirip biru Atlantik (Thunnus thynnus),0303.45.10,331,330,3,True
331,Pacific bluefin tunas (Thunnus orientalis),Tuna sirip biru Pasifik (Thunnus orientali),0303.45.90,332,330,3,True
332,Southern bluefin tunas (Thunnus maccoyii),Tuna sirip biru Selatan (Thunnus maccoyii),0303.46.00,333,325,2,True
333,Other,Lain-lain,0303.49.00,334,325,2,True
334,"Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0303.91 to 0303.99","Herrings (Clupea harengus, Clupea pallasii), teri (Engraulis spp.), sarden (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling atau sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), makarel Indian (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack dan horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), bawal putih (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), todak (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlin, ikan layar, spearfish (Istiophoridae), tidak termasuk sisa ikan yang dapat dimakan dari subpos 0303.91 sampai dengan 0303.99",,335,306,1,False
335,"Herrings (Clupea harengus, Clupea pallasii)","Herring (Clupea harengus, Clupea pallasii)",0303.51.00,336,335,2,True
336,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)","Sarden (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling atau sprats (Sprattus sprattus)",0303.53.00,337,335,2,True
337,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)","Makarel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",0303.54,338,335,2,False
338,"Mackerel (Scomber scombrus, Scomber australasicus)","Makarel (Scomber scombrus, Scomber australasicus)",0303.54.10,339,338,3,True
339,Pacific mackerel (Scomber japonicus),Makarel pasifik (Scomber japonicus),0303.54.20,340,338,3,True
340,Jack and horse mackerel (Trachurus spp.),Makarel jack dan makarel kuda (Trachurus spp.),0303.55.00,341,335,2,True
341,Cobia (Rachycentron canadum),Cobia (Rachycentron canadum),0303.56.00,342,335,2,True
342,Swordfish (Xiphias gladius),Todak (Xiphias gladius),0303.57.00,343,335,2,True
343,Other,Lain-lain,0303.59,344,335,2,False
344,Indian mackerels (Rastrelliger kanagurta); Island mackerels (Rastrelliger faughni),Makarel Indian (Rastrelliger kanagurta); Makarel Island (Rastrelliger faughni),0303.59.10,345,344,3,True
345,Silver pomfrets (Pampus spp.),Bawal putih (Pampus spp.),0303.59.20,346,344,3,True
346,Other,Lain-lain,0303.59.90,347,344,3,True
347,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, excluding edible fish offal of subheadings 0303.91 to 0303.99","Ikan dari keluarga Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae dan Muraenolepididae, tidak termasuk sisa ikan yang dapat dimakan dari subpos 0303.91 sampai dengan 0303.99",,348,306,1,False
348,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",0303.63.00,349,348,2,True
349,Haddock (Melanogrammus aeglefinus),Haddock (Melanogrammus aeglefinus),0303.64.00,350,348,2,True
350,Coalfish (Pollachius virens),Coalfish (Pollachius virens),0303.65.00,351,348,2,True
351,"Hake (Merluccius spp., Urophycis spp.)","Hake (Merluccius spp., Urophycis spp.)",0303.66.00,352,348,2,True
352,Alaska Pollack (Theragra chalcogramma),Alaska Pollack (Theragra chalcogramma),0303.67.00,353,348,2,True
353,"Blue whitings (Micromesistius poutassou, Micromesistius australis)","Blue whitings (Micromesistius poutassou, Micromesistius australis)",0303.68.00,354,348,2,True
354,Other,Lain-lain,0303.69.00,355,348,2,True
355,"Other fish, excluding edible fish offal of subheadings 0303.91 to 0303.99","Ikan lainnya, tidak termasuk sisa ikan yang dapat dimakan dari subpos 0303.91 sampai dengan 0303.99",,356,306,1,False
356,Dogfish and other sharks,Dogfish dan hiu lainnya,0303.81.00,357,356,2,True
357,Rays and skates (Rajidae),Pari dan skates (Rajidae),0303.82.00,358,356,2,True
358,Toothfish (Dissostichus spp.),Toothfish (Dissostichus spp.),0303.83.00,359,356,2,True
359,Seabass (Dicentrarchus spp.),Seabass (Dicentrarchus spp.),0303.84.00,360,356,2,True
360,Other,Lain-lain,0303.89,361,356,2,False
361,Marine fish,Ikan laut,,362,361,3,False
362,Grouper,Kerapu,0303.89.11,363,362,4,True
363,Longfin mojarra (Pentaprion longimanus),Longfin mojarra (Pentaprion longimanus),0303.89.12,364,362,4,True
364,Bluntnose lizardfish (Trachinocephalus myops),Bluntnose lizardfish (Trachinocephalus myops),0303.89.13,365,362,4,True
365,"Savalai hairtails (Lepturacanthus savala), Belanger’s croakers (Johnius belangerii), Reeve’s croakers (Chrysochir aureus) and bigeye croakers (Pennahia anea)","Layur (Lepturacanthus savala), Belanger’s croakers (Johnius belangerii), Reeve’s croakers (Chrysochir aureus) dan bigeye croakers (Pennahia anea)",0303.89.14,366,362,4,True
366,"Torpedo scads (Megalaspis cordyla), spotted sicklefish (Drepane punctata) and great barracudas (Sphyraena barracuda)","Scad torpedo (Megalaspis cordyla), spotted sicklefish (Drepane punctata) dan barracuda besar (Sphyraena barracuda)",0303.89.16,367,362,4,True
367,Black pomfrets (Parastromatus niger),Bawal hitam (Parastromatus niger),0303.89.17,368,362,4,True
368,Mangrove red snappers (Lutjanus argentimaculatus),Kakap merah (Lutjanus argentimaculatus),0303.89.18,369,362,4,True
369,Other,Lain-lain,0303.89.19,370,362,4,True
370,Other,Lain-lain,,371,361,3,False
371,Swamp barb (Puntius chola),Swamp barb (Puntius chola),0303.89.22,372,371,4,True
372,Indian threadfins (Polynemus indicus) and silver grunts (Pomadasys argenteus),Indian threadfins (Polynemus indicus) dan silver grunts (Pomadasys argenteus),0303.89.26,373,371,4,True
373,Hilsa shad (Tenualosa ilisha),Hilsa shad (Tenualosa ilisha),0303.89.27,374,371,4,True
374,Wallago (Wallago attu) and giant river-catfish (Sperata seenghala),Wallago (Wallago attu) dan giant river-catfish (Sperata seenghala),0303.89.28,375,371,4,True
375,Other,Lain-lain,0303.89.29,376,371,4,True
376,"Livers, roes, milt, fish fins, heads, tails, maws and other edible fish offal","Hati, telur, sperma, sirip, kepala, ekor, perut dan sisa ikan lainnya yang dapat dimakan",,377,306,1,False
377,"Livers, roes and milt","Hati, telur dan sperma",0303.91.00,378,377,2,True
378,Shark fins,Sirip hiu,0303.92.00,379,377,2,True
379,Other,Lain-lain,0303.99.00,380,377,2,True
380,"Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen","Fillet dan daging ikan lainnya (dicincang maupun tidak), segar, dingin atau beku",03.04,381,0,0,False
381,"Fresh or chilled fillets of tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)","Fillet segar atau dingin dari tilapia (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), ikan mas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), sidat (Anguilla spp.), Nile perch (Lates niloticus) dan gabus (Channa spp.)",,382,381,1,False
382,Tilapias (Oreochromis spp.),Tilapia (Oreochromis spp.),0304.31.00,383,382,2,True
383,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",0304.32.00,384,382,2,True
